epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,2198.42,0.1352,0.33424,0.94359,0.96659,0.9852,0.995,0.91884,0.46983,0.5796,0.81051,0.000339673,0.000339673,0.000339673
79,2226.08,0.13877,0.34259,0.97062,0.73783,0.96966,0.995,0.94276,0.38159,1.03397,0.76135,0.000325526,0.000325526,0.000325526
80,2252.84,0.10108,0.29712,0.97748,0.74264,0.95529,0.995,0.94027,0.38956,1.11834,0.77044,0.000311379,0.000311379,0.000311379
81,2279.74,0.12437,0.32007,0.9409,0.74884,0.95485,0.995,0.91185,0.45865,1.16379,0.81355,0.000297232,0.000297232,0.000297232
82,2307.5,0.11538,0.31762,0.95281,0.91597,0.95444,0.995,0.8955,0.5262,1.00367,0.86967,0.000283085,0.000283085,0.000283085
83,2334.03,0.12141,0.33034,0.95184,0.95389,0.96939,0.995,0.8955,0.52061,0.82026,0.86559,0.000268938,0.000268938,0.000268938
84,2361.69,0.11655,0.30228,0.96747,0.96297,0.97257,0.995,0.8955,0.49527,0.77742,0.85129,0.000254791,0.000254791,0.000254791
85,2389,0.13126,0.32091,0.94141,0.96632,0.97791,0.995,0.8955,0.46739,0.62519,0.83118,0.000240644,0.000240644,0.000240644
86,2416.16,0.10709,0.31277,0.9684,0.96587,0.97937,0.995,0.8955,0.45035,0.60028,0.829,0.000226497,0.000226497,0.000226497
87,2443.54,0.09981,0.28282,0.98485,0.96239,0.97821,0.995,0.8955,0.45729,0.58803,0.84441,0.000212349,0.000212349,0.000212349
88,2470.23,0.11769,0.30934,0.93313,0.95121,0.97958,0.995,0.8955,0.46926,0.66227,0.8452,0.000198202,0.000198202,0.000198202
89,2498,0.11037,0.30069,0.96681,0.94732,0.98009,0.995,0.8955,0.4689,0.73879,0.84008,0.000184055,0.000184055,0.000184055
90,2524.91,0.10516,0.29251,0.94031,0.93989,0.97702,0.995,0.8955,0.46284,0.71349,0.83362,0.000169908,0.000169908,0.000169908
91,2551.57,0.1187,0.29458,0.9776,0.94752,0.97958,0.995,0.8955,0.46162,0.71572,0.82996,0.000155761,0.000155761,0.000155761
92,2579.26,0.09657,0.2786,0.95369,0.9415,0.97907,0.995,0.8955,0.44111,0.66859,0.81865,0.000141614,0.000141614,0.000141614
93,2606.09,0.11246,0.32292,0.97328,0.9011,0.9771,0.995,0.8955,0.42696,0.81407,0.80783,0.000127467,0.000127467,0.000127467
94,2632.98,0.10049,0.26675,0.97068,0.73952,0.97568,0.995,0.8955,0.41304,0.96644,0.79576,0.00011332,0.00011332,0.00011332
95,2659.85,0.11461,0.30416,0.96567,0.86732,0.97575,0.995,0.8955,0.40444,0.79498,0.78584,9.91726e-05,9.91726e-05,9.91726e-05
96,2685.78,0.114,0.29869,0.91391,0.65395,0.97572,0.995,0.89664,0.40861,1.02922,0.77357,8.50255e-05,8.50255e-05,8.50255e-05
97,2712.51,0.10744,0.3012,0.92466,0.74306,0.97652,0.995,0.89607,0.40839,1.01239,0.77914,7.08784e-05,7.08784e-05,7.08784e-05
98,2738.75,0.08404,0.27445,0.94892,0.74301,0.97653,0.995,0.89664,0.42523,0.99771,0.78954,5.67313e-05,5.67313e-05,5.67313e-05
99,2765.82,0.10756,0.30702,0.92393,0.74337,0.97666,0.995,0.89776,0.43299,1.02288,0.78844,4.25842e-05,4.25842e-05,4.25842e-05
100,2791.98,0.09768,0.26674,0.95208,0.7432,0.97662,0.995,0.89776,0.42841,0.9952,0.78452,2.84371e-05,2.84371e-05,2.84371e-05
1,147.406,1.03884,2.85937,1.69652,0.00334,1,0.4232,0.30688,0.84811,3.25967,1.75053,0.000465748,0.000465748,0.000465748
2,290.709,0.76256,2.05369,1.4365,0.28294,0.22788,0.35078,0.222,1.01918,2.97573,1.60356,0.000923428,0.000923428,0.000923428
3,426.313,0.70353,1.88886,1.36623,0.41508,0.71736,0.57153,0.48197,0.68424,2.11512,1.29291,0.00136225,0.00136225,0.00136225
4,557.263,0.63574,1.77208,1.29399,0.26673,0.84356,0.47531,0.36753,0.72541,3.90238,1.3503,0.00134412,0.00134412,0.00134412
5,696.15,0.63111,1.67382,1.30054,0.3935,0.88277,0.59531,0.50279,0.74133,2.37158,1.38182,0.00131582,0.00131582,0.00131582
6,831.646,0.59434,1.55686,1.26651,0.46494,0.86015,0.61584,0.55096,0.55369,1.62827,1.04379,0.00128753,0.00128753,0.00128753
7,970.298,0.55896,1.47711,1.21906,0.49954,0.75119,0.65113,0.58885,0.58099,1.58718,1.10976,0.00125923,0.00125923,0.00125923
8,1107.72,0.53594,1.44506,1.20512,0.396,0.8248,0.57985,0.51198,0.59606,1.60808,1.05968,0.00123094,0.00123094,0.00123094
9,1256.15,0.51604,1.38778,1.18918,0.44365,0.73714,0.57668,0.47032,0.67477,1.52694,1.49691,0.00120265,0.00120265,0.00120265
10,1402.18,0.51481,1.31112,1.18077,0.46484,0.83442,0.61164,0.53458,0.61993,1.38116,1.12285,0.00117435,0.00117435,0.00117435
11,1544.14,0.52592,1.28683,1.17633,0.53291,0.71845,0.59844,0.50298,0.57904,1.52089,1.05515,0.00114606,0.00114606,0.00114606
12,1669.5,0.46543,1.20374,1.12161,0.51655,0.80102,0.64134,0.60111,0.33547,1.27755,0.70045,0.00111776,0.00111776,0.00111776
13,1788.98,0.47006,1.24779,1.1515,0.4487,0.9006,0.66913,0.65646,0.30012,1.18619,0.72183,0.00108947,0.00108947,0.00108947
14,1911.93,0.468,1.20417,1.14487,0.47125,0.88818,0.67734,0.64756,0.35063,1.14764,0.73286,0.00106118,0.00106118,0.00106118
15,2031.33,0.46313,1.20205,1.12639,0.58621,0.84256,0.74165,0.73391,0.25444,1.00639,0.65139,0.00103288,0.00103288,0.00103288
16,2153.37,0.44137,1.17485,1.11971,0.49396,0.91942,0.69415,0.65337,0.38241,1.29941,0.74713,0.00100459,0.00100459,0.00100459
17,2270.43,0.43712,1.18474,1.10807,0.6747,0.75338,0.7685,0.76768,0.20588,1.02215,0.66684,0.000976293,0.000976293,0.000976293
18,2388.48,0.41134,1.1289,1.10085,0.52784,0.83146,0.73243,0.72505,0.23404,1.00583,0.6287,0.000947999,0.000947999,0.000947999
19,2512.7,0.40008,1.10726,1.08229,0.46444,0.86215,0.70339,0.67307,0.34585,1.17104,0.74442,0.000919704,0.000919704,0.000919704
20,2631.16,0.40173,1.07546,1.08368,0.46941,0.80678,0.67364,0.63282,0.35528,1.10355,0.71612,0.00089141,0.00089141,0.00089141
21,2750.57,0.3671,1.00746,1.07167,0.59338,0.84302,0.77485,0.69554,0.51761,1.01208,0.8806,0.000863116,0.000863116,0.000863116
22,2871.59,0.38506,0.99072,1.06079,0.63486,0.78855,0.77558,0.72255,0.33869,1.06932,0.75054,0.000834822,0.000834822,0.000834822
23,2993.29,0.40603,0.98279,1.07795,0.59593,0.74435,0.77585,0.7724,0.2372,1.07787,0.68566,0.000806528,0.000806528,0.000806528
24,3123.79,0.35837,0.96852,1.0567,0.72267,0.80348,0.84049,0.77257,0.39558,0.84487,0.81829,0.000778233,0.000778233,0.000778233
25,3254.22,0.35127,0.99168,1.03601,0.63278,0.83464,0.81274,0.74172,0.41213,0.949,0.83277,0.000749939,0.000749939,0.000749939
26,3381.81,0.34903,0.97478,1.04249,0.77846,0.78968,0.83472,0.82025,0.27072,0.78335,0.64123,0.000721645,0.000721645,0.000721645
27,3510.82,0.33517,0.9506,1.03655,0.68886,0.8247,0.82627,0.82298,0.20122,0.80714,0.61291,0.000693351,0.000693351,0.000693351
28,3637.72,0.35481,0.92327,1.04663,0.70558,0.89202,0.88649,0.8109,0.42285,0.76652,0.80584,0.000665057,0.000665057,0.000665057
29,3762.67,0.32341,0.91374,1.02227,0.60634,0.85546,0.8706,0.81486,0.32767,0.81041,0.69225,0.000636762,0.000636762,0.000636762
30,3888.91,0.34392,0.93648,1.05854,0.71748,0.94627,0.89491,0.86672,0.30851,0.73288,0.64629,0.000608468,0.000608468,0.000608468
31,4014.46,0.31996,0.89324,1.01328,0.67174,0.8998,0.87132,0.85508,0.27881,0.72968,0.64011,0.000580174,0.000580174,0.000580174
32,4138.92,0.31075,0.84023,1.0067,0.77245,0.7912,0.86149,0.86149,0.16935,0.73606,0.57461,0.00055188,0.00055188,0.00055188
33,4263.41,0.33109,0.88624,1.02674,0.79131,0.79314,0.87379,0.87379,0.12298,0.71806,0.55891,0.000523586,0.000523586,0.000523586
34,4387.46,0.31146,0.8762,1.02564,0.76105,0.81572,0.85824,0.85824,0.19219,0.73807,0.59147,0.000495291,0.000495291,0.000495291
35,4512.4,0.28985,0.82321,1.00728,0.66327,0.82795,0.86808,0.86603,0.20338,0.72816,0.58139,0.000466997,0.000466997,0.000466997
36,4638.22,0.27983,0.81573,0.98866,0.83823,0.78098,0.87064,0.86753,0.18292,0.683,0.5955,0.000438703,0.000438703,0.000438703
37,4763.07,0.30027,0.81386,1.02561,0.69653,0.8752,0.88146,0.88046,0.18792,0.65303,0.60766,0.000410409,0.000410409,0.000410409
38,4889.1,0.2937,0.80187,1.00331,0.75801,0.86766,0.90933,0.89552,0.28942,0.67274,0.682,0.000382115,0.000382115,0.000382115
39,5015.1,0.29489,0.81464,1.0008,0.75094,0.8871,0.90876,0.90876,0.14757,0.64118,0.55814,0.00035382,0.00035382,0.00035382
40,5142.5,0.28214,0.77081,0.99806,0.79389,0.82929,0.90847,0.90264,0.24506,0.65413,0.62101,0.000325526,0.000325526,0.000325526
41,5270.55,0.14168,0.63796,0.92015,0.78597,0.86118,0.92394,0.91873,0.24952,0.57764,0.62641,0.000297232,0.000297232,0.000297232
42,5396.6,0.13017,0.62633,0.93059,0.79538,0.84436,0.92505,0.89975,0.29803,0.59552,0.67257,0.000268938,0.000268938,0.000268938
43,5523.53,0.12782,0.62928,0.91138,0.79543,0.80836,0.90392,0.90101,0.25113,0.65357,0.64322,0.000240644,0.000240644,0.000240644
44,5649.89,0.13095,0.60882,0.90109,0.85283,0.74651,0.90638,0.90638,0.21315,0.58267,0.6059,0.000212349,0.000212349,0.000212349
45,5776.32,0.12387,0.53463,0.91108,0.85908,0.84742,0.90758,0.90188,0.28584,0.55957,0.64716,0.000184055,0.000184055,0.000184055
46,5903.36,0.11998,0.54594,0.91283,0.8518,0.81236,0.90655,0.90387,0.24228,0.58774,0.62306,0.000155761,0.000155761,0.000155761
47,6033.54,0.11647,0.54805,0.91144,0.78735,0.88112,0.90779,0.90779,0.23953,0.56648,0.6136,0.000127467,0.000127467,0.000127467
48,6158.82,0.11623,0.51856,0.91349,0.81196,0.81162,0.91273,0.91273,0.17946,0.5534,0.57186,9.91726e-05,9.91726e-05,9.91726e-05
49,6284.04,0.11016,0.51918,0.90379,0.8138,0.86557,0.91668,0.91668,0.18454,0.54224,0.57471,7.08784e-05,7.08784e-05,7.08784e-05
50,6408.59,0.10504,0.54059,0.89461,0.82403,0.87201,0.92122,0.92122,0.19518,0.53022,0.57662,4.25842e-05,4.25842e-05,4.25842e-05
